KOEN1
45
1681
<CIRCLE 49 13 1.2 0 0>; 0.0143149 0 0 0 0 0.00817996 0.0143149 0 0 0 0.0817996 0.607362 0.137014 0.100204 0.0368098 0.0143149 0 0 0 0 0 0.0204499 0.00204499 0 0 0 0.0163599 0.355828 0.415133 0.175869 0 0.0143149 0 0 0 0 0 0.0204499 0.00204499 0 0 0 0 0.0306748 0.932515;
<CIRCLE 55 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0204499 0.00204499 0 0 0 0.124744 0.576687 0.161554 0.0858896 0.0143149 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0286299 0.359918 0.456033 0.118609 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 61 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.145194 0.578732 0.157464 0.0633947 0.0184049 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0306748 0.392638 0.460123 0.0797546 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 67 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0184049 0.00408998 0 0 0 0.139059 0.613497 0.120654 0.0572597 0.0327198 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0265849 0.472393 0.388548 0.0756646 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 73 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0184049 0.00408998 0 0 0 0.151329 0.623722 0.0879346 0.0490798 0.0511247 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0265849 0.492843 0.345603 0.0981595 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 79 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.171779 0.611452 0.0633947 0.0572597 0.0593047 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0306748 0.535787 0.267894 0.128834 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 85 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.196319 0.582822 0.0552147 0.0777096 0.0511247 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0327198 0.578732 0.210634 0.141104 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 91 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.231084 0.548057 0.0531697 0.0920245 0.0388548 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0408998 0.593047 0.179959 0.149284 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 97 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.286299 0.492843 0.0736196 0.0961145 0.0143149 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0736196 0.609407 0.145194 0.134969 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 103 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.00204499 0.343558 0.443763 0.102249 0.0715746 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.114519 0.584867 0.159509 0.104294 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0306748 0.932515;
<CIRCLE 109 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0245399 0.368098 0.427403 0.116564 0.0265849 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.155419 0.550102 0.204499 0.0531697 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0368098 0.92638;
<CIRCLE 115 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0593047 0.372188 0.425358 0.106339 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.163599 0.572597 0.222904 0.00408998 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0 0.0490798 0.91411;
<CIRCLE 121 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0981595 0.351738 0.439673 0.0736196 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.163599 0.603272 0.196319 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.00204499 0.0593047 0.90184;
<CIRCLE 127 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0981595 0.364008 0.431493 0.0695297 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.155419 0.648262 0.159509 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.00613497 0.0552147 0.90184;
<CIRCLE 133 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0777096 0.423313 0.386503 0.0756646 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.00613497 0.137014 0.672802 0.147239 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.00613497 0.0490798 0.907975;
<CIRCLE 139 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0470348 0.523517 0.306748 0.0858896 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.0163599 0.120654 0.685072 0.141104 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.00204499 0.0408998 0.920245;
<CIRCLE 145 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0470348 0.588957 0.229039 0.0981595 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.0184049 0.116564 0.687117 0.137014 0.00408998 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0122699 0.0368098 0.91411;
<CIRCLE 151 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0408998 0.654397 0.171779 0.0961145 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.00817996 0.114519 0.691207 0.137014 0.0122699 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0224949 0.0327198 0.907975;
<CIRCLE 157 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0449898 0.683027 0.151329 0.0838446 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.00408998 0.112474 0.689162 0.153374 0.00408998 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0286299 0.0368098 0.897751;
<CIRCLE 163 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0245399 0.713701 0.159509 0.0654397 0 0 0.0143149 0 0 0 0 0.00613497 0.0163599 0 0 0 0 0.0961145 0.713701 0.153374 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0245399 0.0388548 0.899796;
<CIRCLE 169 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.00817996 0.728016 0.179959 0.0470348 0 0 0.0143149 0 0 0 0 0.0102249 0.0122699 0 0 0 0 0.0920245 0.744376 0.126789 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0122699 0.0449898 0.90593;
<CIRCLE 175 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.758691 0.192229 0.0122699 0 0 0.0143149 0 0 0 0 0.00408998 0.0184049 0 0 0 0 0.104294 0.766871 0.0920245 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0102249 0.0470348 0.90593;
<CIRCLE 181 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.00204499 0.791411 0.169734 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.130879 0.783231 0.0490798 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.00817996 0.0490798 0.90593;
<CIRCLE 187 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0102249 0.832311 0.120654 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.179959 0.752556 0.0306748 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0122699 0.0511247 0.899796;
<CIRCLE 193 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.0511247 0.832311 0.0797546 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.257669 0.687117 0.0184049 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0224949 0.0408998 0.899796;
<CIRCLE 199 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.132924 0.762781 0.0674847 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.355828 0.576687 0.0306748 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0143149 0.0511247 0.897751;
<CIRCLE 205 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.269939 0.629857 0.0633947 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.00817996 0.429448 0.498978 0.0265849 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.00817996 0.0572597 0.897751;
<CIRCLE 211 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.402863 0.496933 0.0633947 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.0368098 0.468303 0.453988 0.00408998 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0122699 0.0613497 0.889571;
<CIRCLE 217 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.486708 0.417178 0.0593047 0 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0.0736196 0.515337 0.361963 0.0122699 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0224949 0.0633947 0.877301;
<CIRCLE 223 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.539877 0.361963 0.0531697 0.00817996 0 0 0.0143149 0 0 0 0 0.00204499 0.0204499 0 0 0 0.0940695 0.562372 0.288344 0.0184049 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0306748 0.0674847 0.865031;
<CIRCLE 229 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0 0.591002 0.312883 0.0449898 0.0143149 0 0 0.0143149 0 0 0 0 0.00204499 0.0204499 0 0 0 0.104294 0.631902 0.196319 0.0306748 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0306748 0.0695297 0.862986;
<CIRCLE 235 13 1.2 0 0>; 0.0143149 0 0 0 0 0.0224949 0 0 0.00408998 0.668712 0.237219 0.0408998 0.0122699 0 0 0.0143149 0 0 0 0 0.0143149 0.00817996 0 0 0 0.116564 0.683027 0.126789 0.0368098 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0306748 0.0695297 0.862986;
<CIRCLE 241 13 1.2 0 0>; 0.0143149 0 0 0 0.00613497 0.0163599 0 0 0.0470348 0.711656 0.163599 0.0408998 0 0 0 0.0143149 0 0 0 0 0.0224949 0 0 0 0 0.139059 0.703476 0.0858896 0.0347648 0 0 0.0143149 0 0 0 0 0 0.0224949 0 0 0 0 0.0306748 0.0695297 0.862986;
