KOEN1
45
1681
<CIRCLE 10 7 1.2 0 0>; 0 0 0.00408998 0.99591 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 16 7 1.2 0 0>; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 22 7 1.2 0 0>; 0 0 0 0.99182 0.00817996 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 28 7 1.2 0 0>; 0 0 0 0.90593 0.0940695 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 34 7 1.2 0 0>; 0 0 0 0.807771 0.192229 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 40 7 1.2 0 0>; 0 0 0 0.676892 0.323108 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 46 7 1.2 0 0>; 0 0 0 0.574642 0.425358 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 52 7 1.2 0 0>; 0 0 0 0.501022 0.498978 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 58 7 1.2 0 0>; 0 0 0 0.402863 0.597137 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
<CIRCLE 64 7 1.2 0 0>; 0 0 0 0.329243 0.670757 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0;
